0.0,0.0
1.0,0.203770755902
2.0,0.0550923501579
3.0,0.412610007322
4.0,1.53333927259
5.0,3.83210608029
6.0,3.64464376634
7.0,3.15945379087
8.0,3.93368012943
9.0,2.78320729411
10.0,0.544261614847
11.0,1.647687004
12.0,1.14686051945
13.0,2.63424721021
14.0,1.27900388001
15.0,-2.54404736544
16.0,-2.17051021683
17.0,-1.96599839788
18.0,0.146558446903
19.0,0.840284325462
20.0,1.24867359294
21.0,2.02302763458
22.0,1.53832279035
23.0,1.64064848112
24.0,-0.143851224298
25.0,0.541427667407
26.0,-0.521607716513
27.0,-1.11010572974
28.0,-0.18644439363
29.0,1.02205552559
30.0,-0.30741337428
31.0,2.3376626077
32.0,1.55669991445
33.0,2.65892094602
34.0,3.91463762473
35.0,4.21040283807
36.0,4.43767148663
37.0,6.80998017016
38.0,7.98500613616
39.0,8.57300064637
40.0,6.16495462848
41.0,5.17879096297
42.0,6.71353808125
43.0,6.96968404752
44.0,5.70903055211
45.0,4.86101093468
46.0,4.4568651205
47.0,5.36247171757
48.0,5.87332918054
49.0,7.18986052367
50.0,6.11139107726
51.0,7.41294298437
52.0,6.75046126425
53.0,6.35588733038
54.0,8.6436080258
55.0,8.74141978667
56.0,8.55743578892
57.0,8.27986984819
58.0,7.77187141586
59.0,9.83027588995
60.0,11.647360891
61.0,12.5937039581
62.0,12.836832743
63.0,14.2130005937
64.0,14.1104211217
65.0,14.7078804974
66.0,15.2383473754
67.0,15.3557603093
68.0,17.5316768488
69.0,19.8486061717
70.0,21.5958245492
71.0,19.0704699086
72.0,21.4939061361
73.0,22.4210446245
74.0,21.8262933684
75.0,21.7940931009
76.0,23.2966863672
77.0,24.8475013079
78.0,25.9761580928
79.0,26.1620918135
80.0,26.20935883
81.0,27.3076736362
82.0,27.1870026526
83.0,26.0015568093
84.0,25.1787107463
85.0,24.9943752544
86.0,25.4332970853
87.0,28.4213817329
88.0,26.6132388851
89.0,27.2431553607
90.0,27.1221574427
91.0,27.5193613731
92.0,29.3065411633
93.0,30.9451779418
94.0,30.7376771359
95.0,30.0016143446
96.0,28.2025867749
97.0,28.1085153903
98.0,29.7545279892
99.0,29.4046264702
100.0,30.3337709358
101.0,31.268450119
102.0,31.7928122275
103.0,33.2237473634
104.0,33.073744375
105.0,31.9788986722
106.0,30.4312303055
107.0,31.6547019409
108.0,31.176815016
109.0,30.7663338009
110.0,31.8675925875
111.0,30.8260130348
112.0,33.162732617
113.0,34.0420924582
114.0,33.3466207478
115.0,32.5102560909
116.0,33.9380865707
117.0,32.3753742594
118.0,31.5291933353
119.0,31.5374412211
120.0,31.8051437338
121.0,31.8251950546
122.0,32.3362965334
123.0,31.8559840253
124.0,31.6958913784
125.0,33.3658833178
126.0,34.2185028874
127.0,33.6249099527
128.0,35.8882343007
129.0,33.2603676738
130.0,33.3717036548
131.0,34.2537136285
132.0,35.5372694763
133.0,35.6847467142
134.0,35.1769301571
135.0,35.9500732101
136.0,35.6947108078
137.0,36.3213329239
138.0,32.5506076166
139.0,33.0541955375
140.0,32.0105245775
141.0,33.2525544799
142.0,34.2396599683
143.0,35.2017183026
144.0,34.6677489735
145.0,35.2407886671
146.0,34.7890919581
147.0,35.0727963845
148.0,34.8939541936
149.0,33.7437768241
150.0,36.353462227
151.0,37.3088557072
152.0,34.5940937016
153.0,35.7736804578
154.0,33.9333664301
155.0,33.6270173441
156.0,32.8589812077
157.0,32.1533987892
158.0,32.4712452282
159.0,32.0416593942
160.0,30.1297112757
161.0,30.1218837149
162.0,30.6035112972
163.0,32.9393510487
164.0,32.3922983974
165.0,30.8224655398
166.0,30.3203454378
167.0,31.1825179795
168.0,30.0158842087
169.0,29.0641046693
170.0,29.7955990902
171.0,29.780911714
172.0,30.0739958612
173.0,29.2438027887
174.0,28.1533087196
175.0,27.725603985
176.0,27.5223564959
177.0,27.0811628355
178.0,27.650363817
179.0,28.3726594398
180.0,29.0961270376
181.0,29.7287652192
182.0,28.5595243182
183.0,27.081922708
184.0,28.1401882767
185.0,28.1568945342
186.0,28.31775241
187.0,26.7867903185
188.0,26.5076666807
189.0,25.6659771426
190.0,24.5250772451
191.0,23.693749049
192.0,21.7214257223
193.0,21.8340432616
194.0,23.373075516
195.0,22.4387870712
196.0,22.563818231
197.0,21.1222315054
198.0,22.0088030573
199.0,24.4688094172
200.0,22.8404569193
201.0,22.5400387553
202.0,24.4195754151
203.0,24.9050678992
204.0,25.0567565746
205.0,22.3594842207
206.0,22.1609822196
207.0,23.3728622237
208.0,25.268437159
209.0,26.1149128104
210.0,25.3496189859
211.0,24.4432300022
212.0,22.0419422309
213.0,20.622179899
214.0,22.1036692524
215.0,21.9524860138
216.0,20.1851963628
217.0,21.9265023343
218.0,19.7184407734
219.0,21.3825503698
220.0,20.956157966
221.0,21.404169587
222.0,22.3011465544
223.0,22.647434607
224.0,24.3258988427
225.0,24.3469245102
226.0,23.9154865696
227.0,23.0418491685
228.0,21.1346161724
229.0,20.2175303412
230.0,21.5140557381
231.0,22.6035711189
232.0,24.4405199193
233.0,28.0412812803
234.0,28.9829098479
235.0,29.6443200012
236.0,27.908599722
237.0,27.5881213551
238.0,30.4865959475
239.0,31.1857877136
240.0,31.0036355984
241.0,31.4121772983
242.0,28.9098616757
243.0,27.8086271751
244.0,26.0801518817
245.0,23.2579899067
246.0,24.2728544577
247.0,25.5475130903
